City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,owando,-0.4819,15.8999,26.46,72,96,1.15,CG,1686590005
364,vanimo,-2.6741,141.3028,25.58,89,92,1.96,PG,1686590005
365,bousso,10.4795,16.7117,24.54,83,98,4.49,TD,1686590005
366,mar del plata,-38.0023,-57.5575,11.72,77,40,3.6,AR,1686590005
367,stephenville,32.2207,-98.2023,28.42,75,100,5.66,US,1686590006
368,ciudad lazaro cardenas,17.9583,-102.2,30.58,56,10,3.66,MX,1686590006
369,port saint john's,-31.6229,29.5448,18.31,61,54,3.73,ZA,1686590006
370,dezhou,37.4486,116.2925,23.14,37,22,2.1,CN,1686590006
371,svetlyy,54.675,20.1347,19.03,59,38,4.98,RU,1686590006
372,cooma,-36.2333,149.1333,1.42,94,3,1.34,AU,1686590007
373,cururupu,-1.8283,-44.8683,29.52,67,18,3.41,BR,1686590007
374,harper,4.375,-7.7169,26.87,74,59,4.59,LR,1686590007
375,estebania,18.4577,-70.6435,32.96,44,5,5.38,DO,1686590008
376,puerto ayacucho,5.6639,-67.6236,29.74,73,75,1.95,VE,1686590009
377,ola,59.5833,151.2833,6.75,97,100,3.25,RU,1686590009
378,enewetak,11.3474,162.3373,27.87,80,98,7.52,MH,1686590010
379,sur,22.5667,59.5289,31.54,60,100,3.07,OM,1686590010
380,port pirie,-33.1833,138.0167,11.93,81,58,5.93,AU,1686590010
381,kanggye,40.9695,126.5852,13.15,95,92,0.87,KP,1686590010
382,yunyang,33.4474,112.7142,22.65,69,100,1.18,CN,1686590011
383,naze,28.3667,129.4833,23.51,89,66,1.27,JP,1686590011
384,lauttasaari,60.1594,24.8753,22.6,48,0,5.36,FI,1686590011
385,priargunsk,50.3691,119.1012,20.07,45,93,1.77,RU,1686590012
386,koksan,38.7819,126.6664,14.72,96,87,0.42,KP,1686590012
387,tokar,18.4254,37.729,33.84,37,16,4.17,SD,1686590012
388,ceres,37.5949,-120.9577,23.22,72,75,0.0,US,1686589965
389,sal rei,16.1833,-22.9167,28.11,69,20,9.26,CV,1686590012
390,serenje,-13.2325,30.2352,15.99,51,51,2.02,ZM,1686590013
391,selfoss,63.9331,-20.9971,11.69,62,100,3.95,IS,1686590013
392,calbuco,-41.768,-73.1273,8.56,73,77,5.91,CL,1686590013
393,coahuayana de hidalgo,18.7,-103.6583,33.0,45,16,3.03,MX,1686590013
394,colonia,50.9333,6.95,28.84,28,0,4.63,DE,1686589911
395,freetown,8.484,-13.2299,26.79,81,91,3.31,SL,1686590014
396,ocean shores,46.9737,-124.1563,16.68,87,40,2.06,US,1686590014
397,borgarnes,64.5383,-21.9206,11.56,69,89,3.53,IS,1686590014
398,sturgis,41.7992,-85.4192,15.89,54,100,3.09,US,1686590015
399,rocky mountain house,52.3668,-114.9188,21.06,56,23,1.54,CA,1686590015
400,lancaster,40.2504,-76.2499,23.73,89,100,2.06,US,1686589867
401,vilyuysk,63.7553,121.6247,2.98,70,3,2.74,RU,1686590016
402,kalabo,-14.97,22.6814,21.35,28,4,0.81,ZM,1686590016
403,mulayjah,27.271,48.4242,38.87,14,2,3.11,SA,1686590016
404,mokrous,51.2333,47.5167,12.87,73,100,10.97,RU,1686590016
405,isangel,-19.55,169.2667,21.9,76,96,5.3,VU,1686590016
406,tsiombe,-25.3,45.4833,19.66,88,10,3.92,MG,1686590017
407,dryden,49.7833,-92.7503,24.16,33,0,2.06,CA,1686590017
408,kobelyaky,49.1489,34.1965,13.65,81,100,6.43,UA,1686590017
409,machico,32.7,-16.7667,22.85,78,75,4.12,PT,1686590017
410,igarka,67.4667,86.5833,7.77,82,96,3.87,RU,1686590018
411,kapuskasing,49.4169,-82.4331,21.05,52,75,4.12,CA,1686590018
412,augusto correa,-1.0217,-46.635,27.77,85,17,2.88,BR,1686590018
413,north shore,-36.8,174.75,13.23,75,0,1.34,NZ,1686590018
414,tangalle,6.024,80.7911,26.5,86,52,5.73,LK,1686590019
415,juhaynah,26.6732,31.4976,36.83,17,0,4.33,EG,1686590019
416,stepnogorsk,52.3544,71.8869,14.96,50,66,3.45,KZ,1686590019
417,yuzhno-kurilsk,44.0306,145.8556,10.61,99,72,3.74,RU,1686590019
418,strelka,58.0728,93.0344,10.38,62,6,2.23,RU,1686590019
419,iwanai,42.9744,140.5089,15.84,91,81,2.32,JP,1686590020
420,vidyayevo,69.3191,32.8049,16.23,46,98,6.02,RU,1686590020
421,tocache,-8.1842,-76.5125,29.18,61,70,0.28,PE,1686590021
422,willows,39.5243,-122.1936,23.03,56,13,1.93,US,1686590021
423,kapit,2.0167,112.9333,22.67,95,89,0.32,MY,1686590021
424,gadzhiyevo,69.2551,33.3362,16.63,44,100,6.06,RU,1686590021
425,zalari,53.5584,102.5065,13.83,97,100,0.93,RU,1686590021
426,aktau,43.65,51.2,26.32,49,3,1.78,KZ,1686590022
427,lihue,21.9789,-159.3672,22.77,91,100,5.66,US,1686589776
428,east tamworth,-31.0894,150.9436,8.77,87,75,1.54,AU,1686590022
429,nova xavantina,-14.6667,-52.35,35.11,30,0,1.37,BR,1686590022
430,byron bay,-28.65,153.6167,13.17,87,45,2.47,AU,1686589903
431,daru,-9.0763,143.2092,25.6,86,100,6.13,PG,1686590023
432,ad dilam,23.9915,47.1627,40.23,10,37,3.01,SA,1686590023
433,abraka,5.7902,6.1047,25.14,91,93,2.02,NG,1686590023
434,nar'yan-mar,67.6713,53.087,14.74,58,100,6.67,RU,1686590023
435,olyokminsk,60.3736,120.4264,3.4,70,29,1.78,RU,1686590024
436,bloomington,44.8408,-93.2983,25.74,41,40,7.2,US,1686589806
437,ritchie,-29.038,24.6028,11.56,59,56,6.26,ZA,1686590024
438,kruisfontein,-34.0033,24.7314,12.71,71,58,10.59,ZA,1686590024
439,timmins,48.4669,-81.3331,18.9,72,75,2.06,CA,1686590025
440,kerikeri,-35.2268,173.9474,7.17,93,4,2.8,NZ,1686590025
441,horta,38.5333,-28.6333,20.01,95,75,5.14,PT,1686590025
442,kendari,-3.945,122.4989,23.53,94,100,1.53,ID,1686590025
443,columbus,39.9612,-82.9988,17.48,82,100,6.17,US,1686590025
444,port augusta,-32.5,137.7667,10.75,83,50,4.17,AU,1686590026
445,tidjikja,18.5564,-11.4271,40.83,8,66,4.36,MR,1686590026
446,weno,7.4515,151.8468,28.97,79,75,1.54,FM,1686590026
447,wafangdian,39.6183,122.0081,15.38,83,75,1.23,CN,1686590026
448,howard springs,-12.497,131.047,21.95,52,40,2.14,AU,1686590027
449,nizhniy kuranakh,58.8353,125.4869,4.36,97,100,1.56,RU,1686590027
450,huangnihe,43.5583,128.0239,10.87,91,3,1.17,CN,1686590027
451,lospalos,-8.5186,127.0025,21.13,84,25,3.75,TL,1686590027
452,aoulef,26.9667,1.0833,42.96,5,0,6.58,DZ,1686590027
453,argostolion,38.1811,20.489,24.04,73,20,4.63,GR,1686590028
454,az zuwaytinah,30.9522,20.1202,24.35,63,0,9.97,LY,1686590028
455,paradip garh,20.3167,86.6167,31.34,74,66,5.96,IN,1686590028
456,queenstown,-31.8976,26.8753,10.92,53,65,7.24,ZA,1686590029
457,buka,40.8108,69.1986,28.39,32,97,2.62,UZ,1686590029
458,garoowe,8.4054,48.4845,31.25,38,100,10.89,SO,1686590029
459,motilla del palancar,39.5709,-1.9068,27.0,58,84,2.24,ES,1686590029
460,namtsy,62.7161,129.6658,4.65,65,99,5.56,RU,1686590030
461,sanya,18.2431,109.505,27.09,94,0,1.0,CN,1686590030
462,puerto deseado,-47.7503,-65.8938,6.65,57,8,10.33,AR,1686590030
463,dolbeau-mistassini,48.8763,-72.212,25.26,56,52,2.74,CA,1686590030
464,vila franca do campo,37.7167,-25.4333,19.23,95,100,6.57,PT,1686590030
465,mariental,-24.6333,17.9667,13.12,40,0,3.24,NA,1686590031
466,mejit,10.2753,170.8646,27.76,80,86,9.06,MH,1686590031
467,belmonte,-15.8631,-38.8828,26.86,63,3,3.35,BR,1686590031
468,tromso,69.6496,18.957,11.88,58,75,5.66,NO,1686590031
469,at taj,24.2049,23.2857,39.21,11,0,4.74,LY,1686590031
470,bogo,11.0517,124.0055,26.77,83,77,1.47,PH,1686590032
471,adi keyh,14.8444,39.3772,17.86,61,76,1.32,ER,1686590032
472,new river,33.9159,-112.136,26.78,30,0,3.92,US,1686590032
473,shingu,33.7333,135.9833,20.24,89,100,2.08,JP,1686590032
474,vorgashor,67.5833,63.95,5.66,49,69,4.8,RU,1686590034
475,aripuana,-9.1667,-60.6333,32.79,48,97,1.5,BR,1686590034
476,ewo,-0.8725,14.8206,26.35,75,55,1.48,CG,1686590034
477,pucheng,27.9233,118.5333,22.19,82,97,0.31,CN,1686590034
478,callao,-12.0667,-77.15,24.16,57,20,7.72,PE,1686589858
479,turaif,31.6725,38.6637,28.14,16,0,5.14,SA,1686590035
480,bijie,27.3125,105.2942,13.76,85,100,1.26,CN,1686590035
481,lerwick,60.1545,-1.1494,15.0,87,100,1.66,GB,1686590036
482,gracemere,-23.4333,150.45,13.95,94,75,0.0,AU,1686590036
483,imperatriz,-5.5264,-47.4917,34.03,55,40,6.69,BR,1686590036
484,qarauyl,48.9451,79.255,15.34,37,56,3.66,KZ,1686590036
485,quellon,-43.1167,-73.6167,9.14,66,20,3.09,CL,1686590037
486,chernyshevskiy,63.0128,112.4714,4.45,57,0,0.41,RU,1686590037
487,port alfred,-33.5906,26.891,15.1,70,58,3.13,ZA,1686590037
488,belyye berega,53.2085,34.6641,18.1,54,45,5.38,RU,1686590037
489,cockburn town,21.4612,-71.1419,28.05,85,66,9.2,TC,1686590037
490,ulanhot,46.0833,122.0833,16.92,63,30,1.31,CN,1686589889
491,robore,-18.3333,-59.75,10.01,90,100,2.84,BO,1686590038
492,masterton,-40.9597,175.6575,4.34,96,4,1.06,NZ,1686590038
493,agat village,13.3886,144.6585,28.52,87,40,3.6,GU,1686590038
494,korla,41.7597,86.1469,31.32,19,60,7.27,CN,1686590038
495,sorsk,54.0033,90.2467,10.46,83,55,2.28,RU,1686590039
496,port isabel,26.0734,-97.2086,33.05,69,20,8.23,US,1686590039
497,sao vicente,-23.9631,-46.3919,31.82,73,75,3.95,BR,1686590039
498,coquimbo,-29.9533,-71.3436,12.85,71,20,4.12,CL,1686589995
499,outjo,-20.1167,16.15,15.75,15,0,4.64,NA,1686590040
500,tokat,40.4167,36.5833,12.12,96,99,2.68,TR,1686590040
501,okha,53.5739,142.9478,4.93,98,100,1.79,RU,1686590040
502,severnoye,56.3491,78.3619,8.87,70,12,3.28,RU,1686590040
503,okhotsk,59.3833,143.3,6.64,96,95,3.04,RU,1686590041
504,gaigeturi,33.4644,126.3183,21.03,94,75,0.51,KR,1686590041
505,barcelos,41.5388,-8.6151,24.95,65,50,3.08,PT,1686589798
506,itoman,26.1247,127.6694,26.21,94,75,6.17,JP,1686590041
507,timbuktu,16.7735,-3.0074,39.85,22,8,0.5,ML,1686590042
508,formosa do rio preto,-11.0483,-45.1931,33.9,26,0,3.34,BR,1686590042
509,northam,51.0333,-4.2167,18.55,88,78,3.42,GB,1686590042
510,sabang,5.8933,95.3214,28.84,76,27,7.74,ID,1686590042
511,mugia,43.1041,-9.2179,19.39,88,96,3.31,ES,1686590043
512,griffith,41.5284,-87.4237,18.97,57,100,6.17,US,1686590043
513,artigas,-30.4,-56.4667,12.32,32,2,5.01,UY,1686589753
514,wewak,-3.5534,143.6268,26.72,88,96,3.99,PG,1686590043
515,tshabong,-26.05,22.45,12.68,48,1,4.6,BW,1686590043
516,yulinshi,38.2906,109.7494,21.24,25,0,3.34,CN,1686590044
517,dabhol,17.6,73.1667,27.63,79,32,6.9,IN,1686590044
518,buarcos,40.166,-8.8768,23.7,84,85,3.13,PT,1686590044
519,labytnangi,66.6572,66.4183,7.08,49,2,3.44,RU,1686590044
520,akjoujt,19.6969,-14.4164,41.34,9,87,6.03,MR,1686590045
521,buala,-8.145,159.5921,26.68,84,51,1.42,SB,1686590045
522,mariinsk,56.2139,87.7472,11.74,94,78,2.3,RU,1686590045
523,galle,6.0367,80.217,27.16,86,71,6.09,LK,1686590045
524,tarko-sale,64.9225,77.785,4.32,91,99,8.4,RU,1686590045
525,remire-montjoly,4.9167,-52.2667,31.02,62,20,5.14,GF,1686590046
526,turkmenbasy,40.0222,52.9552,25.43,65,0,4.12,TM,1686590046
527,saint-joseph,-21.3667,55.6167,22.21,82,18,2.83,RE,1686590046
528,nicoya,10.1483,-85.452,31.34,65,81,1.43,CR,1686590046
529,lucas,41.6501,-83.6666,17.83,69,100,3.09,US,1686589949
530,punta alta,-38.8759,-62.0736,12.82,43,2,5.66,AR,1686590016
531,tullahoma,35.362,-86.2094,20.81,79,100,1.54,US,1686590047
532,dunedin,-45.8742,170.5036,10.45,80,94,4.02,NZ,1686589804
533,ventspils,57.3894,21.5606,19.96,32,0,5.14,LV,1686590047
534,borkum,53.5809,6.6915,17.97,74,51,6.4,DE,1686590047
535,swiecie,53.4095,18.4474,23.76,14,11,3.58,PL,1686590048
536,melfort,52.8667,-104.6177,26.07,36,50,3.09,CA,1686590048
537,warwick,41.7001,-71.4162,26.54,73,75,4.12,US,1686589886
538,rongelap,11.1635,166.8941,27.64,81,64,8.5,MH,1686590048
539,arteche,12.2645,125.4048,25.89,87,99,1.33,PH,1686590049
540,puerto lempira,15.2667,-83.7667,30.75,71,46,3.92,HN,1686590019
541,port shepstone,-30.7414,30.455,17.79,64,61,3.82,ZA,1686590049
542,nagqu,31.5,92.0,6.04,78,100,3.84,CN,1686590049
543,prineville,44.2999,-120.8345,25.06,51,0,3.6,US,1686590049
544,shubarshi,48.5872,57.1869,27.08,20,100,4.72,KZ,1686590050
545,roses,42.262,3.1769,27.45,66,52,1.79,ES,1686590050
546,tavricheskoye,54.5851,73.6395,14.95,59,26,3.13,RU,1686590050
547,fisterra,42.9049,-9.2629,19.3,87,99,2.41,ES,1686590050
548,monrovia,6.3005,-10.7969,28.87,85,100,3.87,LR,1686590050
549,kiruna,67.8557,20.2251,12.51,58,100,9.26,SE,1686590051
550,treinta y tres,-33.2333,-54.3833,11.96,34,0,6.5,UY,1686590051
551,harstad,68.799,16.5293,12.86,69,94,9.83,NO,1686590051
552,harar,9.3094,42.1258,18.5,73,99,1.51,ET,1686590051
553,fale old settlement,-9.3852,-171.2468,28.37,77,54,6.38,TK,1686590052
554,la cruz,23.9167,-106.9,30.1,50,0,2.71,MX,1686590052
555,xai-xai,-25.0519,33.6442,21.78,51,0,3.35,MZ,1686590052
556,sergeyevka,53.88,67.4158,14.57,44,86,2.16,KZ,1686590052
557,ketovo,55.355,65.3258,11.24,51,89,2.31,RU,1686590052
558,anqiu,36.4342,119.1925,20.87,61,27,3.01,CN,1686590053
559,indianola,41.3581,-93.5574,22.71,40,0,3.07,US,1686590053
560,pont rouge,48.8833,-72.0825,25.06,50,44,2.73,CA,1686590053
561,yelizovo,53.1873,158.3805,7.08,81,0,4.0,RU,1686590053
562,east london,-33.0153,27.9116,14.52,72,0,5.14,ZA,1686590053
563,sampit,-2.5333,112.95,24.34,97,100,1.03,ID,1686590054
564,dalai,45.5,124.3,17.55,61,89,0.58,CN,1686590054
565,pasuquin,18.3328,120.6177,25.97,89,40,5.14,PH,1686590054
566,swift current,50.2834,-107.8014,23.45,35,0,2.57,CA,1686590054
567,elverum,60.8819,11.5623,23.84,29,69,4.55,NO,1686590055
568,leninskoye,41.7589,69.3864,23.64,49,91,3.58,KZ,1686590055
569,kudahuvadhoo,2.6708,72.8944,28.88,77,88,6.95,MV,1686590055
570,el granada,37.5027,-122.4694,20.45,75,75,5.14,US,1686590056
571,at-bashi,41.1702,75.8106,14.75,73,100,0.54,KG,1686590056
572,tyukhtet,56.5389,89.3011,12.49,74,59,3.44,RU,1686590056
573,kristiansund,63.1115,7.732,17.03,62,0,4.63,NO,1686590056
574,hailey,43.5196,-114.3153,19.93,60,40,1.34,US,1686590057
575,turkestan,43.3333,68.25,29.05,11,5,12.01,KZ,1686590057
576,sparks,39.5349,-119.7527,17.1,79,100,0.0,US,1686590057
577,saint-paul,-21.0096,55.2707,23.06,95,6,1.93,RE,1686589960
578,san miguel,13.4833,-88.1833,34.36,52,37,1.2,SV,1686590058
579,huetamo de nunez,18.5833,-100.8833,38.03,25,23,0.95,MX,1686590058
580,nova vicosa,-17.8919,-39.3719,27.3,62,3,5.27,BR,1686590058
581,yayva,59.3303,57.2641,6.77,69,75,1.4,RU,1686590058
582,emerald,-23.5333,148.1667,16.54,70,40,2.45,AU,1686590058
583,eraan,9.0629,117.7016,26.25,87,98,1.32,PH,1686590059
584,cambria,35.5641,-121.0808,17.53,71,87,1.75,US,1686590059
585,el calafate,-50.3408,-72.2768,2.81,70,92,4.23,AR,1686590059
586,los frentones,-26.4077,-61.4137,10.4,35,100,3.31,AR,1686590059
587,mahibadhoo,3.7833,72.9667,28.87,78,36,7.22,MV,1686590060
588,yeroham,30.9872,34.9314,24.4,42,1,5.33,IL,1686590060
589,makueni boma,-1.8041,37.6203,20.72,51,82,1.9,KE,1686590060
590,graaff-reinet,-32.2522,24.5308,12.73,50,34,3.53,ZA,1686590060
591,kolonia town,6.964,158.206,28.0,83,100,2.06,FM,1686590061
592,tual,-5.6667,132.75,27.22,81,91,9.45,ID,1686590061
593,chul'man,56.8479,124.9104,4.98,94,100,5.29,RU,1686590061
594,sumy,50.9216,34.8003,10.65,79,100,6.48,UA,1686590061
595,cataingan,12.003,123.992,27.23,82,100,3.66,PH,1686590062
596,san,13.3034,-4.8956,32.15,46,55,1.75,ML,1686590042
597,caucete,-31.6518,-68.2811,12.69,23,0,2.74,AR,1686590062
598,naama,33.2667,-0.3167,33.63,9,2,6.37,DZ,1686590062
599,constantia,44.1833,28.65,21.5,65,72,6.21,RO,1686590062
600,ha'il,27.5219,41.6907,31.23,16,0,6.78,SA,1686589815
601,alta,69.9689,23.2717,16.59,29,0,6.69,NO,1686590063
602,gogosu,44.3739,22.5931,19.34,86,99,2.15,RO,1686590063
603,helensburgh,56.0061,-4.7265,27.9,51,54,2.76,GB,1686590063
604,saynshand,44.8824,110.1163,22.39,24,34,3.37,MN,1686590064
605,uyar,55.81,94.3153,11.32,82,100,1.42,RU,1686590064
606,magadan,59.5667,150.8,6.41,97,98,2.33,RU,1686590064
607,tazovsky,67.4667,78.7,1.35,98,100,5.81,RU,1686590064
608,bakhmach,51.1808,32.7569,11.8,68,100,7.73,UA,1686590065
609,bardai,11.65,7.2333,27.39,59,74,5.63,NG,1686590065
610,roma,43.2128,-75.4557,25.37,69,75,6.17,US,1686590065
611,manokwari,-0.8667,134.0833,25.27,87,100,2.15,ID,1686589970
612,ugoofaaru,5.6667,73.0,28.77,79,100,7.72,MV,1686590065
613,kourou,5.1552,-52.6478,31.03,71,37,3.86,GF,1686590066
614,shakhtersk,48.0625,38.5167,16.19,88,100,3.16,UA,1686590066
615,arafat,21.3594,39.9664,35.59,17,6,5.59,SA,1686590066
616,fort-shevchenko,44.5086,50.263,27.65,41,6,2.96,KZ,1686590066
617,alpena,45.0617,-83.4327,13.18,84,100,5.14,US,1686590066
618,kisangani,0.5167,25.2,25.96,69,80,0.37,CD,1686590067
619,tadine,-21.55,167.8833,20.28,72,45,5.54,NC,1686590067
620,yaren,-0.5472,166.916,28.34,76,81,3.99,NR,1686590067
621,pacific grove,36.6177,-121.9166,17.23,80,75,3.58,US,1686590067
622,civril,38.3014,29.7386,18.81,70,82,1.13,TR,1686590068
623,albertina,-22.2008,-46.6158,24.78,36,0,2.99,BR,1686590068
624,margate,51.3813,1.3862,21.6,71,33,5.01,GB,1686590068
625,sakata,38.9167,139.855,19.6,91,100,2.05,JP,1686590068
626,villa gesell,-37.2639,-56.973,12.25,53,64,7.55,AR,1686590068
627,umm al quwain city,25.5647,55.5552,35.01,61,95,3.37,AE,1686590069
628,zarechnyy,53.2036,45.1923,9.33,82,100,5.91,RU,1686589993
629,dubbo,-32.25,148.6167,8.07,93,75,4.63,AU,1686590069
630,naliya,23.2667,68.8333,30.43,64,99,10.6,IN,1686590069
631,shetpe,44.1667,52.1167,32.15,10,9,3.77,KZ,1686590069
632,luba,3.4568,8.5547,26.94,83,98,2.31,GQ,1686590070
633,hounde,11.5,-3.5167,34.96,34,54,3.14,BF,1686590070
634,tete,-16.1564,33.5867,22.05,68,0,0.51,MZ,1686590070
635,pontianak,-0.0333,109.3333,25.99,94,40,1.54,ID,1686590070
636,isiro,2.7739,27.616,20.77,92,96,1.43,CD,1686590070
637,yarkovo,57.4028,67.0786,9.17,57,71,2.07,RU,1686590071
638,ketchikan,55.3422,-131.6461,14.26,82,75,0.0,US,1686590071
639,zhalantun,48.0,122.7167,16.28,71,68,2.06,CN,1686590071
640,newman,37.3138,-121.0208,21.7,47,70,0.48,US,1686590071
641,sibut,5.718,19.0739,23.03,88,95,1.64,CF,1686590072
642,akwanga,8.9167,8.3833,23.33,89,100,1.79,NG,1686590072
643,uddevalla,58.3478,11.9424,23.43,39,31,1.34,SE,1686590072
644,patong,7.8961,98.2966,26.08,79,76,1.42,TH,1686590072
645,sarnia,42.9787,-82.4041,14.41,86,100,7.2,CA,1686589997
646,bubaque,11.2833,-15.8333,27.61,79,85,4.56,GW,1686590073
647,conduaga,8.862,117.4893,26.61,83,94,1.33,PH,1686590073
648,kirakat,25.6333,82.9167,35.04,19,40,1.34,IN,1686590073
649,bikenibeu village,1.3673,173.1241,27.98,83,20,2.06,KI,1686590073
650,inari,68.906,27.0288,19.11,45,100,5.07,FI,1686590074
651,warman,52.3168,-106.5679,25.95,44,20,3.09,CA,1686590074
652,antigonish,45.6169,-61.9986,26.19,78,6,3.98,CA,1686590074
653,nsanje,-16.92,35.262,23.43,45,15,1.34,MW,1686590074
654,thunder bay,48.4001,-89.3168,19.99,40,40,3.09,CA,1686590074
655,tionk essil,12.7856,-16.5217,31.49,54,85,5.13,SN,1686590075
656,necocli,8.4234,-76.786,29.61,76,94,0.45,CO,1686590075
657,sola,-13.8833,167.55,26.7,76,66,7.55,VU,1686590075
658,haffouz,35.6324,9.6762,31.57,23,14,5.67,TN,1686590075
659,la mitra,8.8422,-79.7867,32.95,89,52,1.34,PA,1686590076
660,venta de banos,41.9371,-4.4645,20.79,67,89,2.24,ES,1686590076
661,kuta,-8.7233,115.1723,26.97,88,20,6.71,ID,1686590061
662,lampasas,31.2168,-98.2336,33.33,56,0,2.57,US,1686590076
663,tianshui,34.5439,105.6897,14.0,70,0,1.42,CN,1686590076
664,nakamura,32.9833,132.9333,19.94,98,100,0.99,JP,1686590077
665,nadym,65.5333,72.5167,3.79,78,100,8.36,RU,1686590077
666,maragogi,-9.0122,-35.2225,26.93,76,13,4.01,BR,1686590077
667,tuba city,36.135,-111.2399,19.93,24,2,6.42,US,1686590077
668,juneau,58.3019,-134.4197,11.0,90,75,5.14,US,1686589901
669,kittila,67.6647,24.8936,18.08,42,0,6.69,FI,1686590078
670,iquique,-20.2208,-70.1431,21.02,67,38,2.79,CL,1686590056
671,sa pa,22.3402,103.8441,17.84,94,99,0.31,VN,1686590078
672,lengshuitan,26.4111,111.5956,23.52,72,100,2.23,CN,1686590078
673,saltillo,25.4167,-101.0,34.05,19,0,0.0,MX,1686590040
674,falesti,47.5736,27.7092,13.97,74,98,4.64,MD,1686590079
675,wad medani,14.4012,33.5199,34.24,38,45,0.92,SD,1686590079
676,hachinohe,40.5,141.5,17.1,94,75,1.03,JP,1686590079
677,ujae,8.9322,165.7642,28.49,73,69,8.96,MH,1686590080
678,embarcacion,-23.209,-64.096,15.12,46,100,3.33,AR,1686590080
679,port douglas,-16.4833,145.4667,21.22,84,48,1.84,AU,1686590080
680,nizhneudinsk,54.9076,99.0276,10.39,97,100,1.57,RU,1686590080
681,ambodifotatra,-16.9833,49.85,24.98,73,1,3.43,MG,1686590081
682,myitkyina,25.3833,97.4,23.19,96,93,1.14,MM,1686590081
683,hauterive,46.0901,3.4459,17.42,94,92,3.62,FR,1686590081
684,sydney mines,46.2367,-60.2177,25.14,63,75,4.63,CA,1686590081
685,al mindak,20.1588,41.2834,26.78,35,40,0.43,SA,1686590082
686,curanilahue,-37.4667,-73.35,12.49,51,0,1.62,CL,1686590082
687,gifford,27.6753,-80.4092,33.91,58,20,4.12,US,1686590082
688,erenhot,43.6475,111.9767,20.86,33,54,2.9,CN,1686590082
689,sungai raya,0.7,108.9,26.53,83,98,2.21,ID,1686590082
690,rudbar,30.15,62.6,34.95,11,0,4.45,AF,1686590083
691,coldwater,41.9403,-85.0005,16.65,63,100,3.09,US,1686590083
692,yinchuan,38.4681,106.2731,22.43,24,28,2.32,CN,1686589878
693,oroqen zizhiqi,50.5667,123.7167,15.52,68,46,1.2,CN,1686590083
694,ulladulla,-35.35,150.4667,11.05,72,38,2.24,AU,1686590084
695,fort st. john,56.2499,-120.8529,15.94,59,75,2.57,CA,1686589987
696,xilin hot,43.9667,116.0333,13.91,64,20,1.59,CN,1686590084
697,mozarlandia,-14.7447,-50.5706,35.29,25,0,2.07,BR,1686589879
698,tolanaro,-25.0319,46.9987,20.0,91,21,2.39,MG,1686590085
699,gulu,2.7746,32.299,20.91,79,87,0.82,UG,1686590085
700,kumi,36.1136,128.336,19.75,91,76,0.22,KR,1686590085
701,blackwater,-23.5833,148.8833,15.03,82,9,2.71,AU,1686590085
702,tacna,-18.0056,-70.2483,17.11,68,75,1.54,PE,1686590085
703,whitby,54.4877,-0.615,22.25,66,29,1.34,GB,1686590086
704,alma,48.5501,-71.6491,26.72,47,87,0.79,CA,1686590086
705,sao joao do piaui,-8.3581,-42.2467,35.17,29,1,4.42,BR,1686590086
706,nguigmi,14.2495,13.1092,33.08,47,4,3.82,NE,1686590086
707,shenandoah,30.4013,-91.0009,32.78,69,65,1.34,US,1686590087
708,presidente medici,-11.1753,-61.9014,27.94,83,45,0.83,BR,1686590087
709,kalemie,-5.9475,29.1947,23.47,67,27,0.6,CD,1686590087
710,banda aceh,5.5577,95.3222,27.0,82,15,5.03,ID,1686590087
711,egilsstadir,65.2653,-14.3948,16.92,46,33,3.49,IS,1686590087
712,ouarzazat,30.9189,-6.8934,36.16,6,20,2.57,MA,1686590088
713,fairbanks,64.8378,-147.7164,14.22,56,75,5.66,US,1686589996
714,noyabrsk,63.1994,75.4507,2.51,96,100,9.41,RU,1686590088
715,usol'ye,59.4268,56.6808,7.54,68,72,1.43,RU,1686590088
716,malax,62.9423,21.5731,19.56,39,0,5.14,FI,1686590088
717,waddan,29.1614,16.139,33.18,25,0,7.96,LY,1686590089
718,hell-ville,-13.4,48.2667,26.54,68,1,2.32,MG,1686590089
719,bantogon,6.5333,124.0333,25.73,86,66,1.66,PH,1686590089
720,saryozek,44.3583,77.9753,16.59,29,76,1.23,KZ,1686590089
721,poronaysk,49.2167,143.1167,8.14,99,100,2.73,RU,1686590090
722,sao miguel do araguaia,-13.275,-50.1628,33.37,31,58,3.23,BR,1686590090
723,jatai,-17.8814,-51.7144,31.01,31,11,3.2,BR,1686590090
724,sterling,39.0062,-77.4286,24.74,80,100,4.12,US,1686589792
725,bay roberts,47.5999,-53.2648,9.52,82,100,3.13,CA,1686590091
726,mirny,62.5353,113.9611,6.8,52,0,1.79,RU,1686590091
727,broken hill,-31.95,141.4333,11.28,53,16,7.04,AU,1686589973
728,nuuk,64.1835,-51.7216,3.34,93,100,11.32,GL,1686590091
729,usinsk,65.9939,57.5281,8.36,58,93,5.73,RU,1686590091
730,palikir - national government center,6.9248,158.1611,27.41,83,100,2.06,FM,1686590092
731,bazarak,35.3129,69.5152,19.81,59,85,2.23,AF,1686590092
732,francavilla al mare,42.4206,14.287,25.48,61,18,2.06,IT,1686590092
733,guli,28.8833,120.0333,23.24,90,99,1.32,CN,1686590092
